t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,as_cmd_deg,as_cap_deg,as_raw_deg,as_spd_err_ms,as_active,aa_hdg_cmd_deg,aa_fpa_cmd_deg,aa_fbw,aa_dir,actual_fpa_deg,ftf_hdg_err_deg,ftf_fix_idx,kos_steer_pit_deg,kos_steer_hdg_deg,aa_dir_vx,aa_dir_vy,aa_dir_vz,aa_dir_pitch_deg,aa_dir_hdg_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,gs_latched,active_gs_ang_deg,ils_intercept_alt_m,d_gs_ms,fpa_preclamped_deg,gs_nom_alt_m,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,ifc_loop_n,ifc_hz_est,ifc_raw_dt_max_s,ifc_raw_dt_min_s,phase_el_s,status,craft_name,cfg_file
0.24,APPROACH,FLY_TO_FIX,145.2,70.14,-75.06,1406.81,-31.58,-12.73,-1.45,269.16,2.006,0,0,0,1,0.6,0.9,0.75,0.35,0.0168,0.4,4.5,32.439,32.439,75.058,1,280.87,5,1,0,-12.14,11.71,0,0,90,0,0,0,0,0,0,0,50.044,0,0,0,3,0,0,0,2696.97,0,0,0,269.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.1,338.59,2,0,0.18,0.18,1,3.45,0.18,0.02,0.24,FLYING,CF1-J,0:/Integrated Flight Computer/aircraft/cf1_j_cfg.ks (inferred preloaded)
0.48,APPROACH,FLY_TO_FIX,145.78,70.35,-75.43,1399.27,-32.73,-11.76,0.18,269.31,2.187,0,0,0,1,0.6,1.21,0.75,0.35,0.0168,0.4,11,32.278,32.278,75.388,1,280.89,5,0,0,-12.64,11.58,0,5,280.88,0,0,0,0,0,0,0,50.006,0,0,0,3,0,0,0,2695.01,0,0,0,269.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.9,338.72,2,0,0.12,0.12,3,7.69,0.18,0.12,0.48,FLYING,CF1-J,0:/Integrated Flight Computer/aircraft/cf1_j_cfg.ks (inferred preloaded)
0.84,APPROACH,FLY_TO_FIX,146.37,70.64,-75.73,1388.17,-30.69,-9.1,1.98,269.73,5.299,0,0,0,1,0.6,2.153,0.75,0.35,0.0168,0.4,20,32.095,32.095,75.709,1,280.92,5,0,0,-11.95,11.19,0,5,280.91,0,0,0,0,0,0,0,49.95,0,0,0,3,0,0,0,2692.05,0,0,0,269.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.09,338.99,2,0,0.12,0.12,6,8.33,0.12,0.12,0.84,FLYING,CF1-J,0:/Integrated Flight Computer/aircraft/cf1_j_cfg.ks (inferred preloaded)
1.2,APPROACH,FLY_TO_FIX,146.73,70.93,-75.8,1377.69,-28.49,-8.05,2.35,270.41,10.841,0,0,0,1,0.6,2.888,0.75,0.35,0.0168,0.4,29,31.988,31.988,75.778,1,280.96,5,0,0,-11.11,10.54,0,5,280.95,0,0,0,0,0,0,0,49.893,0,0,0,3,0,0,0,2689.07,0,0,0,269.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.52,339.32,2,0,0.12,0.12,9,8.33,0.12,0.12,1.2,FLYING,CF1-J,0:/Integrated Flight Computer/aircraft/cf1_j_cfg.ks (inferred preloaded)
1.56,APPROACH,FLY_TO_FIX,147.02,71.22,-75.8,1368.06,-26,-7.29,2.24,271.07,14.792,0,0,0,1,0.6,3.462,0.75,0.35,0.0168,0.4,31.899,31.899,31.899,75.789,1,280.99,5,0,0,-10.13,9.92,0,5,280.98,0,0,0,0,0,0,0,49.836,0,0,0,3,0,0,0,2686.09,0,0,0,269.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.17,339.64,2,0,0.12,0.12,12,8.33,0.12,0.12,1.56,FLYING,CF1-J,0:/Integrated Flight Computer/aircraft/cf1_j_cfg.ks (inferred preloaded)
1.92,APPROACH,FLY_TO_FIX,146.97,71.5,-75.46,1359.28,-23.59,-6.55,2.09,271.54,15.633,0,0,0,1,0.6,3.91,0.75,0.35,0.0168,0.4,31.904,31.904,31.904,75.481,1,281.02,5,0,0,-9.21,9.48,0,5,281.01,0,0,0,0,0,0,0,49.779,0,0,0,3,0,0,0,2683.09,0,0,0,269.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.02,340.06,2,0,0.12,0.12,15,8.33,0.12,0.12,1.92,FLYING,CF1-J,0:/Integrated Flight Computer/aircraft/cf1_j_cfg.ks (inferred preloaded)
2.28,APPROACH,FLY_TO_FIX,146.56,71.79,-74.77,1351.35,-21.32,-5.83,1.97,272,15.843,0,0,0,1,0.6,4.261,0.75,0.35,0.0168,0.4,32.025,32.025,32.025,74.791,1,281.04,5,0,0,-8.36,9.05,0,5,281.04,0,0,0,0,0,0,0,49.722,0,0,0,3,0,0,0,2680.1,0,0,0,269.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.07,340.59,2,0,0.12,0.12,18,8.33,0.12,0.12,2.28,FLYING,CF1-J,0:/Integrated Flight Computer/aircraft/cf1_j_cfg.ks (inferred preloaded)
2.64,APPROACH,FLY_TO_FIX,146.1,72.08,-74.02,1344.19,-19.16,-5.13,1.89,272.5,15.868,0,0,-8.885,1,0.6,4.5,0.75,0.35,0.0168,0.4,32.163,32.163,32.163,74.043,1,281.07,5,0,0,-7.55,8.57,0,5,281.06,0,0,0,0,0,0,0,49.665,0,0,0,3,0,0,0,2677.11,0,0,0,269.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.28,341.1,2,0,0.12,0.12,21,8.33,0.12,0.12,2.64,FLYING,CF1-J,0:/Integrated Flight Computer/aircraft/cf1_j_cfg.ks (inferred preloaded)
2.96,APPROACH,FLY_TO_FIX,145.64,72.34,-73.3,1338.47,-17.32,-4.44,1.93,273,15.816,0,0,-8.753,1,0.6,4.5,0.75,0.35,0.0168,0.4,32.3,32.3,32.3,73.332,1,281.09,5,0,0,-6.87,8.1,0,5,281.09,0,0,0,0,0,0,0,49.614,0,0,0,3,0,0,0,2674.47,0,0,0,269.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.82,341.56,2,0,0.1,0.1,24,9.38,0.12,0.1,2.96,FLYING,CF1-J,0:/Integrated Flight Computer/aircraft/cf1_j_cfg.ks (inferred preloaded)
3.32,APPROACH,FLY_TO_FIX,145.07,72.62,-72.44,1332.69,-15.4,-3.83,1.87,273.5,15.588,0,0,-17.344,1,0.6,4.5,0.75,0.35,0.0168,0.4,32.47,32.47,32.47,72.476,1,281.12,4.755,0,0,-6.15,7.62,0,4.95,281.11,0,0,0,0,0,0,0,49.558,0,0,0,3,0,0,0,2671.5,0,0,0,269.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.31,342.06,2,0,0.12,0.12,27,8.33,0.12,0.1,3.32,FLYING,CF1-J,0:/Integrated Flight Computer/aircraft/cf1_j_cfg.ks (inferred preloaded)
